género,ingreso_total,clase_ocupacional,nivel_educativo,tipo_empleador,asistencia_educativa,tipo_institucion_educativa
Femenino,80000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,196800.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,408000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,181000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,232000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,84000.0,Trabajador o empleado,Título Universitario,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,64000.0,Trabajador o empleado,Título Universitario,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,74000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,530000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Femenino,150000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,350000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,40000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,270000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,132000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,160000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,40000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,185672.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,30000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,432000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,240000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,198000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Femenino,300000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,380000.0,Trabajador o empleado,Título Universitario,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,110000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,188222.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,51674.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,192000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,330000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,26000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,437000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,224000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,224000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,360000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,160000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,140000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,140000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,68000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,260000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,95000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Empleador,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,219500.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,40000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,50000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,290000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,110000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,230000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,290000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,330000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,110000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,67000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,164000.0,Trabajador o empleado,,Privado,Nunca asistió,No especificado / Sin respuesta
Masculino,250000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,201000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,192000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,420000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,61500.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,149000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,60000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,90000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,208000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,380000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,420000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,195000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,220000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,290000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,130000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,45000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,177000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Empleador,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,600000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,240000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,56000.0,Trabajador o empleado,Educación Primaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,142000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,450000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,510000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,145000.0,Trabajador o empleado,Educación Secundaria,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,390000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,95000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,210000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,240000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,72000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,380000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,340000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,325000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,230000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,533000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,76000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,192000.0,Trabajador o empleado,Educación Terciaria,Privado,"Sí, actualmente asistiendo",Pública
Masculino,280000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,210000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,230000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,140000.0,Empleador,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,207000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,230000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Título Universitario,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,60000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,350000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,470000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,97000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,52000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,65000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,45000.0,Trabajador familiar no remunerado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,480000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,380000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Femenino,380000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,67500.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,320000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,220000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,360000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,130000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,183872.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,110000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,80000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,20000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,350000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,10000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,205600.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,25000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,360000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,194500.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,230000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,70000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,85000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,385000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,113674.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,490000.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,267000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
